Exercise acceleration data
Captured with Sensus v2
Sampling frequency [Hz]; 400.641021728516
Acquisition time [s]; 16.5884161619963
Number of data points; 6646
Date; 02/06/y2021 13:18:37 -03:00
Index; Z1 [mV]; Z2 [mV]
0; 1231.53491210938; 2020.78137207031
1; 1246.15051269531; 2021.25646972656
2; 1258.15173339844; 2021.40185546875
3; 1272.12426757813; 2018.60961914063
4; 1314.04089355469; 2015.44946289063
5; 1342.54333496094; 2017.02075195313
6; 1330.09912109375; 2020.96826171875
7; 1329.01989746094; 2022.16528320313
8; 1349.84631347656; 2021.41613769531
9; 1353.54565429688; 2021.11437988281
10; 1350.2890625; 2021.11206054688
11; 1379.41430664063; 2020.94079589844
12; 1418.93103027344; 2020.76806640625
13; 1430.95678710938; 2020.8095703125
14; 1442.23022460938; 2020.97961425781
15; 1459.11450195313; 2020.98681640625
16; 1438.5751953125; 2020.7919921875
17; 1398.013671875; 2020.67980957031
18; 1387.37866210938; 2020.67529296875
19; 1404.67431640625; 2020.52624511719
20; 1425.005859375; 2020.84936523438
21; 1426.87316894531; 2021.51330566406
22; 1410.74560546875; 2019.59069824219
23; 1408.84826660156; 2015.81091308594
24; 1426.53125; 2016.37634277344
25; 1429.435546875; 2020.07653808594
26; 1409.17309570313; 2019.43298339844
27; 1390.67028808594; 2017.16735839844
28; 1375.71813964844; 2018.55981445313
29; 1356.513671875; 2018.79357910156
30; 1367.30334472656; 2017.78625488281
31; 1392.76867675781; 2019.42358398438
32; 1353.59167480469; 2018.25158691406
33; 1299.64050292969; 2015.91052246094
34; 1323.71118164063; 2019.24108886719
35; 1359.97277832031; 2021.08337402344
36; 1351.64501953125; 2018.83374023438
37; 1354.1240234375; 2019.57580566406
38; 1385.58386230469; 2019.71057128906
39; 1429.34094238281; 2017.033203125
40; 1485.84362792969; 2018.60388183594
41; 1514.57177734375; 2021.87890625
42; 1478.45642089844; 2019.71984863281
43; 1404.09240722656; 2015.47497558594
44; 1329.86694335938; 2014.23950195313
45; 1285.34313964844; 2014.26110839844
46; 1297.55908203125; 2014.07836914063
47; 1365.97338867188; 2016.67419433594
48; 1432.15966796875; 2020.22241210938
49; 1420.58093261719; 2017.98803710938
50; 1360.43762207031; 2013.77319335938
51; 1356.28662109375; 2016.98718261719
52; 1390.01013183594; 2022.64233398438
53; 1355.17309570313; 2020.13037109375
54; 1280.62866210938; 2014.36791992188
55; 1272.07263183594; 2016.19885253906
56; 1318.3896484375; 2021.40295410156
57; 1349.17456054688; 2019.71899414063
58; 1356.44934082031; 2015.34130859375
59; 1362.31176757813; 2017.34143066406
60; 1375.89233398438; 2022.03479003906
61; 1382.32727050781; 2021.70336914063
62; 1356.24523925781; 2017.43103027344
63; 1326.54479980469; 2014.78588867188
64; 1316.47473144531; 2014.67163085938
65; 1294.04443359375; 2015.24157714844
66; 1281.95983886719; 2017.048828125
67; 1308.56188964844; 2018.21130371094
68; 1324.29895019531; 2017.65771484375
69; 1321.37951660156; 2019.16247558594
70; 1345.46655273438; 2019.98388671875
71; 1386.61157226563; 2017.81530761719
72; 1403.28076171875; 2018.72741699219
73; 1390.81213378906; 2020.50036621094
74; 1380.54931640625; 2017.5224609375
75; 1380.35131835938; 2015.82153320313
76; 1358.82739257813; 2019.39489746094
77; 1340.66430664063; 2020.86010742188
78; 1375.5029296875; 2017.17553710938
79; 1414.73852539063; 2014.85144042969
80; 1396.60021972656; 2015.68920898438
81; 1355.09326171875; 2016.16296386719
82; 1328.6171875; 2016.00756835938
83; 1296.6826171875; 2015.84826660156
84; 1262.26330566406; 2014.96545410156
85; 1253.42114257813; 2014.3369140625
86; 1271.85241699219; 2016.07092285156
87; 1306.26916503906; 2018.08374023438
88; 1321.64709472656; 2018.31628417969
89; 1314.55383300781; 2019.60144042969
90; 1338.63806152344; 2020.05224609375
91; 1380.34814453125; 2017.88403320313
92; 1383.70776367188; 2018.46472167969
93; 1373.22985839844; 2019.72937011719
94; 1384.89013671875; 2016.80139160156
95; 1383.61596679688; 2014.71350097656
96; 1356.73474121094; 2016.10510253906
97; 1346.93676757813; 2017.04138183594
98; 1349.77734375; 2016.58386230469
99; 1348.73962402344; 2016.0654296875
100; 1377.21899414063; 2016.14672851563
101; 1414.48950195313; 2016.89416503906
102; 1398.02404785156; 2016.6630859375
103; 1348.13464355469; 2016.07153320313
104; 1316.79211425781; 2018.5791015625
105; 1304.02966308594; 2022.14477539063
106; 1302.46325683594; 2022.56994628906
107; 1317.34167480469; 2021.69848632813
108; 1328.80603027344; 2021.66918945313
109; 1319.62854003906; 2021.55285644531
110; 1311.75109863281; 2021.30700683594
111; 1321.44360351563; 2021.27868652344
112; 1319.14147949219; 2021.20336914063
113; 1283.58947753906; 2021.12536621094
114; 1266.50927734375; 2020.990234375
115; 1307.72253417969; 2020.75244140625
116; 1348.92407226563; 2020.82434082031
117; 1333.73425292969; 2021.16479492188
118; 1309.5888671875; 2021.61743164063
119; 1352.9853515625; 2021.62390136719
120; 1428.39208984375; 2019.10778808594
121; 1440.69567871094; 2015.82934570313
122; 1395.4140625; 2017.19348144531
123; 1351.86376953125; 2021.25048828125
124; 1320.96948242188; 2022.59020996094
125; 1290.30090332031; 2021.84423828125
126; 1253.02807617188; 2019.65747070313
127; 1234.45349121094; 2017.44580078125
128; 1255.2744140625; 2018.73364257813
129; 1264.2900390625; 2019.86511230469
130; 1236.01733398438; 2018.98315429688
131; 1227.7294921875; 2020.130859375
132; 1277.03259277344; 2019.67163085938
133; 1365.01196289063; 2017.12707519531
134; 1438.37744140625; 2019.44934082031
