Exercise acceleration data
Captured with Sensus v2
Sampling frequency [Hz]; 400.641021728516
Acquisition time [s]; 18.17088017745
Number of data points; 7280
Date; 02/06/y2021 10:49:12 -03:00
Index; Z1 [mV]; Z2 [mV]
0; 1319.47045898438; 2026.27014160156
1; 1340.54040527344; 2022.36804199219
2; 1391.89636230469; 2019.78149414063
3; 1406.50183105469; 2019.91564941406
4; 1403.77331542969; 2020.05810546875
5; 1429.86010742188; 2019.65100097656
6; 1452.10388183594; 2018.91772460938
7; 1438.95727539063; 2020.17895507813
8; 1395.70544433594; 2023.58081054688
9; 1358.13989257813; 2024.28588867188
10; 1367.18249511719; 2024.0400390625
11; 1389.77978515625; 2025.91479492188
12; 1363.85961914063; 2024.63488769531
13; 1316.95300292969; 2019.88146972656
14; 1303.99560546875; 2017.8359375
15; 1313.06970214844; 2021.09399414063
16; 1326.46020507813; 2025.6318359375
17; 1329.44714355469; 2024.97265625
18; 1316.55578613281; 2023.00756835938
19; 1328.03442382813; 2024.94213867188
20; 1344.55310058594; 2024.35571289063
21; 1318.77563476563; 2020.35766601563
22; 1311.79211425781; 2019.29418945313
23; 1365.7646484375; 2020.06164550781
24; 1419.37341308594; 2020.21911621094
25; 1428.91052246094; 2020.51953125
26; 1405.12536621094; 2019.74072265625
27; 1398.83544921875; 2019.15844726563
28; 1436.17980957031; 2022.38598632813
29; 1450.62255859375; 2024.88342285156
30; 1407.48718261719; 2022.92028808594
31; 1371.525390625; 2023.38830566406
32; 1365.4853515625; 2025.35083007813
33; 1352.87060546875; 2022.86181640625
34; 1351.24963378906; 2022.57995605469
35; 1369.78771972656; 2025.59338378906
36; 1353.41674804688; 2023.30041503906
37; 1306.74279785156; 2018.26696777344
38; 1285.54968261719; 2018.47290039063
39; 1289.00537109375; 2023.6123046875
40; 1290.724609375; 2026.19665527344
41; 1293.61450195313; 2022.52697753906
42; 1311.74475097656; 2019.26379394531
43; 1330.96594238281; 2020.20068359375
44; 1331.92687988281; 2020.951171875
45; 1342.4091796875; 2019.65417480469
46; 1389.28698730469; 2018.94421386719
47; 1434.10693359375; 2021.86743164063
48; 1432.44482421875; 2025.10925292969
49; 1402.42431640625; 2023.72644042969
50; 1373.166015625; 2023.28430175781
51; 1348.73229980469; 2025.67346191406
52; 1351.7880859375; 2023.28369140625
53; 1389.82568359375; 2019.8173828125
54; 1405.90991210938; 2023.4072265625
55; 1373.69055175781; 2027.43615722656
56; 1353.5517578125; 2024.49304199219
57; 1372.83740234375; 2019.90051269531
58; 1376.63159179688; 2019.75024414063
59; 1337.97692871094; 2023.65405273438
60; 1297.64013671875; 2027.69677734375
61; 1283.70043945313; 2027.32373046875
62; 1293.4990234375; 2023.45190429688
63; 1330.18200683594; 2020.51428222656
64; 1363.91162109375; 2019.06372070313
65; 1357.60095214844; 2019.82080078125
66; 1341.859375; 2024.23461914063
67; 1337.26599121094; 2027.95922851563
68; 1328.52319335938; 2027.71350097656
69; 1325.69091796875; 2026.58544921875
70; 1321.95751953125; 2026.55261230469
71; 1316.4443359375; 2026.654296875
72; 1340.93493652344; 2026.47412109375
73; 1362.33227539063; 2026.32275390625
74; 1335.77172851563; 2026.3330078125
75; 1317.05419921875; 2026.40808105469
76; 1356.1357421875; 2026.39514160156
77; 1409.59301757813; 2026.00732421875
78; 1428.89965820313; 2025.54113769531
79; 1416.31506347656; 2026.11352539063
80; 1397.0322265625; 2026.78430175781
81; 1394.48254394531; 2024.38171386719
82; 1411.66247558594; 2020.98803710938
83; 1415.2412109375; 2022.57934570313
84; 1388.65197753906; 2026.88244628906
85; 1379.20361328125; 2027.82629394531
86; 1396.79724121094; 2026.63366699219
87; 1391.40869140625; 2026.19494628906
88; 1361.36608886719; 2026.23181152344
89; 1331.04272460938; 2026.3486328125
